Title2,Title_URL,Number,Number1,Number2,cardschool__departmentsc19lmz2k0,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15,Field
Bryce Frederickson,https://www.ratemyprofessors.com/professor/2812324,QUALITY,,0 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Ariana Brown,https://www.ratemyprofessors.com/professor/2812325,QUALITY,,0 ratings,Mathematics,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Jennifer McGee,https://www.ratemyprofessors.com/professor/2812502,QUALITY,,0 ratings,Psychology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Michael Sacks,https://www.ratemyprofessors.com/professor/2761912,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Alissa Bans,https://www.ratemyprofessors.com/professor/2326285,QUALITY,,12 ratings,Physics,Emory University,"74%
would take again",74%,"2.8
level of difficulty",2.8,3.9
Ymir Vigfusson,https://www.ratemyprofessors.com/professor/1989268,QUALITY,4.5,13 ratings,Computer Science,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7,4.5
John Lindo,https://www.ratemyprofessors.com/professor/2288581,QUALITY,4.5,32 ratings,Anthropology,Emory University,"94%
would take again",94%,"2.6
level of difficulty",2.6,4.5
Em Nordling,https://www.ratemyprofessors.com/professor/2775627,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Apala Bhowmick,https://www.ratemyprofessors.com/professor/2775628,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Lucy Wallitsch,https://www.ratemyprofessors.com/professor/2775632,QUALITY,,0 ratings,English,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Margy Adams,https://www.ratemyprofessors.com/professor/2775631,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Jessica Dugan,https://www.ratemyprofessors.com/professor/2775633,QUALITY,,0 ratings,Psychology,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Kate O'Toole,https://www.ratemyprofessors.com/professor/1963746,QUALITY,,44 ratings,Biology,Emory University,"29%
would take again",29%,"3.4
level of difficulty",3.4,2.5
Sergio Delgado Moya,https://www.ratemyprofessors.com/professor/2744055,QUALITY,,1 ratings,Philosophy,Emory University,"0%
would take again",0%,"5
level of difficulty",5,1
Wenjun Gu,https://www.ratemyprofessors.com/professor/2528633,QUALITY,,63 ratings,Business,Emory University,"77%
would take again",77%,"3.1
level of difficulty",3.1,3.8
Judith Miller,https://www.ratemyprofessors.com/professor/1904508,QUALITY,4,16 ratings,History,Emory University,"86%
would take again",86%,"3.4
level of difficulty",3.4,4
Julian Currents,https://www.ratemyprofessors.com/professor/2814515,QUALITY,,0 ratings,English,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Bernard Krumm,https://www.ratemyprofessors.com/professor/2814516,QUALITY,,0 ratings,English,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Kathleen Campbell,https://www.ratemyprofessors.com/professor/1243489,QUALITY,,74 ratings,Biology,Emory University,"51%
would take again",51%,"3.5
level of difficulty",3.5,3.2
Ramzi Kanso,https://www.ratemyprofessors.com/professor/2814685,QUALITY,,0 ratings,Health Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Gregory Anderson,https://www.ratemyprofessors.com/professor/2815936,QUALITY,,0 ratings,Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Eric Battaglioli,https://www.ratemyprofessors.com/professor/2833037,QUALITY,5,1 ratings,Biology,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Michelle Partida,https://www.ratemyprofessors.com/professor/2833681,QUALITY,,0 ratings,History,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Anita Devineni,https://www.ratemyprofessors.com/professor/2833838,QUALITY,,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Manuela Manetta,https://www.ratemyprofessors.com/professor/2190486,QUALITY,4.4,14 ratings,Mathematics,Emory University,"93%
would take again",93%,"3.4
level of difficulty",3.4,4.4
Erica Kanesaka,https://www.ratemyprofessors.com/professor/2834489,QUALITY,,0 ratings,English,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Mikhail Lepilov,https://www.ratemyprofessors.com/professor/2835005,QUALITY,,0 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Timothy Messen,https://www.ratemyprofessors.com/professor/2835403,QUALITY,,0 ratings,French,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Steve Savage,https://www.ratemyprofessors.com/professor/2837067,QUALITY,,0 ratings,Business,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Jonathan Master,https://www.ratemyprofessors.com/professor/1523679,QUALITY,4.6,21 ratings,Classics,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7,4.6
Arri Eisen,https://www.ratemyprofessors.com/professor/39667,QUALITY,4.2,26 ratings,Science,Emory University,"92%
would take again",92%,"3.8
level of difficulty",3.8,4.2
Julio Medina,https://www.ratemyprofessors.com/professor/2729395,QUALITY,4.1,4 ratings,Physical Education,Emory University,"80%
would take again",80%,"2.8
level of difficulty",2.8,4.1
Eri Saikawa,https://www.ratemyprofessors.com/professor/2251760,QUALITY,,8 ratings,Science,Emory University,"43%
would take again",43%,"4.5
level of difficulty",4.5,2.9
Matthew Segall,https://www.ratemyprofessors.com/professor/2808517,QUALITY,4,1 ratings,Psychology,Emory University,"100%
would take again",100%,"4
level of difficulty",4,4
Elaine Penagos,https://www.ratemyprofessors.com/professor/2837918,QUALITY,,0 ratings,Religion,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Christine Dunham,https://www.ratemyprofessors.com/professor/2837939,QUALITY,,0 ratings,Chemistry,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Merida Batiste,https://www.ratemyprofessors.com/professor/2839135,QUALITY,,0 ratings,Physics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Yidan Zhang,https://www.ratemyprofessors.com/professor/2823544,QUALITY,,0 ratings,Quantitative Theory & Methods,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Usha Rackliffe,https://www.ratemyprofessors.com/professor/2136868,QUALITY,4,10 ratings,Accounting,Emory University,"90%
would take again",90%,"3.4
level of difficulty",3.4,4
Gonzalo Maturana,https://www.ratemyprofessors.com/professor/2566897,QUALITY,,14 ratings,Finance,Emory University,"50%
would take again",50%,"3.7
level of difficulty",3.7,2.9
Taehyun Kim,https://www.ratemyprofessors.com/professor/2826279,QUALITY,,0 ratings,Languages,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Shashank Shekhar,https://www.ratemyprofessors.com/professor/2775880,QUALITY,4.2,9 ratings,Physics,Emory University,"100%
would take again",100%,"3.1
level of difficulty",3.1,4.2
Wanda Csaky,https://www.ratemyprofessors.com/professor/2828773,QUALITY,,0 ratings,Nursing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Shalom Goldman,https://www.ratemyprofessors.com/professor/856417,QUALITY,4.7,3 ratings,Ethnic Studies,Emory University,"N/A
would take again",N/A,"2.7
level of difficulty",2.7,4.7
Gary Vestal,https://www.ratemyprofessors.com/professor/2831057,QUALITY,,0 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Laura Catano,https://www.ratemyprofessors.com/professor/2831170,QUALITY,,1 ratings,Biology,Emory University,"100%
would take again",100%,"4
level of difficulty",4,1
Cathryn Johnson,https://www.ratemyprofessors.com/professor/2255675,QUALITY,,0 ratings,Sociology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Rebekah Spera,https://www.ratemyprofessors.com/professor/1871174,QUALITY,5,19 ratings,Philosophy,Emory University,"95%
would take again",95%,"2.4
level of difficulty",2.4,5
Robert Hampton,https://www.ratemyprofessors.com/professor/918085,QUALITY,,32 ratings,Psychology,Emory University,"75%
would take again",75%,"3.3
level of difficulty",3.3,3.5
Arber Tasimi,https://www.ratemyprofessors.com/professor/2625983,QUALITY,5,24 ratings,Psychology,Emory University,"97%
would take again",97%,"2.5
level of difficulty",2.5,5
Gary Laderman,https://www.ratemyprofessors.com/professor/55084,QUALITY,4.5,40 ratings,Theology,Emory University,"96%
would take again",96%,"1.3
level of difficulty",1.3,4.5
Edward Nam,https://www.ratemyprofessors.com/professor/2640720,QUALITY,4.8,36 ratings,Biology,Emory University,"95%
would take again",95%,"2.7
level of difficulty",2.7,4.8
Irene Brown,https://www.ratemyprofessors.com/professor/978094,QUALITY,4.9,5 ratings,Women's Studies,Emory University,"100%
would take again",100%,"3.2
level of difficulty",3.2,4.9
Keren Ayalon,https://www.ratemyprofessors.com/professor/1791383,QUALITY,5,1 ratings,Languages,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1,5
Nikki Toombs,https://www.ratemyprofessors.com/professor/2795336,QUALITY,,1 ratings,Theater,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4,3
Michele Schreiber,https://www.ratemyprofessors.com/professor/1684524,QUALITY,5,17 ratings,Film,Emory University,"100%
would take again",100%,"2.4
level of difficulty",2.4,5
James Kindt,https://www.ratemyprofessors.com/professor/1449800,QUALITY,,60 ratings,Chemistry,Emory University,"73%
would take again",73%,"3.6
level of difficulty",3.6,3.2
Tao Zha,https://www.ratemyprofessors.com/professor/1690446,QUALITY,,43 ratings,Economics,Emory University,"76%
would take again",76%,"3.4
level of difficulty",3.4,3.8
Andreas Fritz,https://www.ratemyprofessors.com/professor/2264459,QUALITY,,11 ratings,Biology,Emory University,"34%
would take again",34%,"3.9
level of difficulty",3.9,2.9
Ofra  Yeglin,https://www.ratemyprofessors.com/professor/2006244,QUALITY,,11 ratings,Literature,Emory University,"63%
would take again",63%,"3.6
level of difficulty",3.6,3.2
Maryam Khaqan,https://www.ratemyprofessors.com/professor/2300535,QUALITY,,6 ratings,Mathematics,Emory University,"0%
would take again",0%,"4.5
level of difficulty",4.5,1.5
Jan Barton,https://www.ratemyprofessors.com/professor/2294866,QUALITY,,25 ratings,Accounting,Emory University,"48%
would take again",48%,"3.7
level of difficulty",3.7,2.5
Patrick Allitt,https://www.ratemyprofessors.com/professor/208091,QUALITY,4.1,55 ratings,History,Emory University,"74%
would take again",74%,"4
level of difficulty",4,4.1
Warren Shull,https://www.ratemyprofessors.com/professor/2405818,QUALITY,,35 ratings,Mathematics,Emory University,"20%
would take again",20%,"3.7
level of difficulty",3.7,2.1
Mitch Murray,https://www.ratemyprofessors.com/professor/2726388,QUALITY,,24 ratings,English,Emory University,"58%
would take again",58%,"3.9
level of difficulty",3.9,2.4
Thomas Bing,https://www.ratemyprofessors.com/professor/1292317,QUALITY,4.7,86 ratings,Physics,Emory University,"98%
would take again",98%,"3.7
level of difficulty",3.7,4.7
Mary Lynn Owen,https://www.ratemyprofessors.com/professor/1122397,QUALITY,4.1,14 ratings,Theater,Emory University,"34%
would take again",34%,"1.6
level of difficulty",1.6,4.1
Rika Nakano,https://www.ratemyprofessors.com/professor/2517972,QUALITY,,13 ratings,Languages,Emory University,"59%
would take again",59%,"3.2
level of difficulty",3.2,2.9
Dorian Arnold,https://www.ratemyprofessors.com/professor/2313488,QUALITY,,17 ratings,Computer Science,Emory University,"47%
would take again",47%,"4.5
level of difficulty",4.5,2.4
Hong Li,https://www.ratemyprofessors.com/professor/2378858,QUALITY,5,3 ratings,Languages,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3,5
Aryabrata Basu,https://www.ratemyprofessors.com/professor/2776170,QUALITY,,1 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1,1
Katia Koelle,https://www.ratemyprofessors.com/professor/2349848,QUALITY,,15 ratings,Biology,Emory University,"36%
would take again",36%,"3.9
level of difficulty",3.9,2.6
Ali Cohen,https://www.ratemyprofessors.com/professor/2850444,QUALITY,,1 ratings,Psychology,Emory University,"N/A
would take again",N/A,"5
level of difficulty",5,1
Jadon Adams ,https://www.ratemyprofessors.com/professor/2851473,QUALITY,5,1 ratings,Philosophy,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Bongryeong Lee,https://www.ratemyprofessors.com/professor/2851733,QUALITY,,0 ratings,Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Matthew Gunning,https://www.ratemyprofessors.com/professor/2853203,QUALITY,,1 ratings,Political Science,Emory University,"100%
would take again",100%,"3
level of difficulty",3,2
Steve Del Visco,https://www.ratemyprofessors.com/professor/2854027,QUALITY,,0 ratings,Political Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Robert Birdwell,https://www.ratemyprofessors.com/professor/2855559,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Ethan Rundell,https://www.ratemyprofessors.com/professor/2855619,QUALITY,,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Joe Camoosa,https://www.ratemyprofessors.com/professor/2856098,QUALITY,4,1 ratings,Fine Arts,Emory University,"100%
would take again",100%,"2
level of difficulty",2,4
Sam Wunderly,https://www.ratemyprofessors.com/professor/2856099,QUALITY,4,1 ratings,Economics,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4
Andrew Ward,https://www.ratemyprofessors.com/professor/2858190,QUALITY,,0 ratings,Art History,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Matt Lyle,https://www.ratemyprofessors.com/professor/2859704,QUALITY,5,1 ratings,Accounting,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
Andrew Kingston,https://www.ratemyprofessors.com/professor/2860532,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Kristin Williams,https://www.ratemyprofessors.com/professor/2861291,QUALITY,,0 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Joe Camoosa,https://www.ratemyprofessors.com/professor/2861577,QUALITY,,0 ratings,Art History,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Karida Brown,https://www.ratemyprofessors.com/professor/2862321,QUALITY,,0 ratings,Sociology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Geoffrey Levin,https://www.ratemyprofessors.com/professor/2870523,QUALITY,,0 ratings,Middle Eastern Studies,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Karida Brown,https://www.ratemyprofessors.com/professor/2870589,QUALITY,,0 ratings,Social Work,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Antonietta Di Pietro,https://www.ratemyprofessors.com/professor/2871580,QUALITY,,0 ratings,Languages,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Brian Marrin,https://www.ratemyprofessors.com/professor/2872229,QUALITY,,0 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Shilpi Mandal,https://www.ratemyprofessors.com/professor/2872440,QUALITY,,0 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Brianna Yamasaki,https://www.ratemyprofessors.com/professor/2872442,QUALITY,,1 ratings,Psychology,Emory University,"100%
would take again",100%,"5
level of difficulty",5,3
Jenny Gunn,https://www.ratemyprofessors.com/professor/2872892,QUALITY,,0 ratings,Film & Media Studies,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Wisdom Takumah,https://www.ratemyprofessors.com/professor/2873106,QUALITY,,0 ratings,Economics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Eric Bulakites,https://www.ratemyprofessors.com/professor/2863267,QUALITY,5,1 ratings,Languages,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Matthew Lyle,https://www.ratemyprofessors.com/professor/2865192,QUALITY,,1 ratings,Accounting,Emory University,"100%
would take again",100%,"5
level of difficulty",5,1
