professor,Title_URL,rating,numRating,Department,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15
Tarun Chordia,https://www.ratemyprofessors.com/professor/1623701,3.5,12 ratings,Business,Emory University,"58%
would take again",58%,"3.3
level of difficulty",3.3
Kirsten Travers-Uyham,https://www.ratemyprofessors.com/professor/2373207,5,2 ratings,Business Administration,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Roberto Franzosi,https://www.ratemyprofessors.com/professor/1137422,3.4,18 ratings,Sociology,Emory University,"58%
would take again",58%,"2.2
level of difficulty",2.2
Jianxin Zhao,https://www.ratemyprofessors.com/professor/2343895,4.6,12 ratings,Accounting,Emory University,"94%
would take again",94%,"3.6
level of difficulty",3.6
Alexander Clifton,https://www.ratemyprofessors.com/professor/2628421,3.5,6 ratings,Mathematics,Emory University,"45%
would take again",45%,"3.2
level of difficulty",3.2
Catarina Fernandes,https://www.ratemyprofessors.com/professor/2652810,3.7,3 ratings,Business,Emory University,"88%
would take again",88%,"2.3
level of difficulty",2.3
Wesley Longhofer,https://www.ratemyprofessors.com/professor/2441021,5,6 ratings,Business,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5
Linda Merrill,https://www.ratemyprofessors.com/professor/2159458,3.9,14 ratings,Art History,Emory University,"79%
would take again",79%,"3.6
level of difficulty",3.6
Caroline Fohlin,https://www.ratemyprofessors.com/professor/1757069,3,11 ratings,Economics,Emory University,"50%
would take again",50%,"2.4
level of difficulty",2.4
Bryce Frederickson,https://www.ratemyprofessors.com/professor/2812324,0,0 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Ariana Brown,https://www.ratemyprofessors.com/professor/2812325,0,0 ratings,Mathematics,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Jennifer McGee,https://www.ratemyprofessors.com/professor/2812502,0,0 ratings,Psychology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Michael Sacks,https://www.ratemyprofessors.com/professor/2761912,0,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Alissa Bans,https://www.ratemyprofessors.com/professor/2326285,3.9,12 ratings,Physics,Emory University,"74%
would take again",74%,"2.8
level of difficulty",2.8
Ymir Vigfusson,https://www.ratemyprofessors.com/professor/1989268,4.5,13 ratings,Computer Science,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7
John Lindo,https://www.ratemyprofessors.com/professor/2288581,4.5,32 ratings,Anthropology,Emory University,"94%
would take again",94%,"2.6
level of difficulty",2.6
Em Nordling,https://www.ratemyprofessors.com/professor/2775627,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Apala Bhowmick,https://www.ratemyprofessors.com/professor/2775628,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Lucy Wallitsch,https://www.ratemyprofessors.com/professor/2775632,0,0 ratings,English,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Margy Adams,https://www.ratemyprofessors.com/professor/2775631,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Jessica Dugan,https://www.ratemyprofessors.com/professor/2775633,0,0 ratings,Psychology,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Kate O'Toole,https://www.ratemyprofessors.com/professor/1963746,2.5,44 ratings,Biology,Emory University,"29%
would take again",29%,"3.4
level of difficulty",3.4
Sergio Delgado Moya,https://www.ratemyprofessors.com/professor/2744055,1,1 ratings,Philosophy,Emory University,"0%
would take again",0%,"5
level of difficulty",5
Wenjun Gu,https://www.ratemyprofessors.com/professor/2528633,3.8,63 ratings,Business,Emory University,"77%
would take again",77%,"3.1
level of difficulty",3.1
Judith Miller,https://www.ratemyprofessors.com/professor/1904508,4,16 ratings,History,Emory University,"86%
would take again",86%,"3.4
level of difficulty",3.4
Julian Currents,https://www.ratemyprofessors.com/professor/2814515,0,0 ratings,English,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Bernard Krumm,https://www.ratemyprofessors.com/professor/2814516,0,0 ratings,English,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Kathleen Campbell,https://www.ratemyprofessors.com/professor/1243489,3.2,74 ratings,Biology,Emory University,"51%
would take again",51%,"3.5
level of difficulty",3.5
Ramzi Kanso,https://www.ratemyprofessors.com/professor/2814685,0,0 ratings,Health Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Gregory Anderson,https://www.ratemyprofessors.com/professor/2815936,0,0 ratings,Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Eric Battaglioli,https://www.ratemyprofessors.com/professor/2833037,5,1 ratings,Biology,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Michelle Partida,https://www.ratemyprofessors.com/professor/2833681,0,0 ratings,History,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Anita Devineni,https://www.ratemyprofessors.com/professor/2833838,0,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Manuela Manetta,https://www.ratemyprofessors.com/professor/2190486,4.4,14 ratings,Mathematics,Emory University,"93%
would take again",93%,"3.4
level of difficulty",3.4
Erica Kanesaka,https://www.ratemyprofessors.com/professor/2834489,0,0 ratings,English,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Mikhail Lepilov,https://www.ratemyprofessors.com/professor/2835005,0,0 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Timothy Messen,https://www.ratemyprofessors.com/professor/2835403,0,0 ratings,French,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Steve Savage,https://www.ratemyprofessors.com/professor/2837067,0,0 ratings,Business,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Jonathan Master,https://www.ratemyprofessors.com/professor/1523679,4.6,21 ratings,Classics,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7
Arri Eisen,https://www.ratemyprofessors.com/professor/39667,4.2,26 ratings,Science,Emory University,"92%
would take again",92%,"3.8
level of difficulty",3.8
Julio Medina,https://www.ratemyprofessors.com/professor/2729395,4.1,4 ratings,Physical Education,Emory University,"80%
would take again",80%,"2.8
level of difficulty",2.8
Eri Saikawa,https://www.ratemyprofessors.com/professor/2251760,2.9,8 ratings,Science,Emory University,"43%
would take again",43%,"4.5
level of difficulty",4.5
Matthew Segall,https://www.ratemyprofessors.com/professor/2808517,4,1 ratings,Psychology,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Elaine Penagos,https://www.ratemyprofessors.com/professor/2837918,0,0 ratings,Religion,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Christine Dunham,https://www.ratemyprofessors.com/professor/2837939,0,0 ratings,Chemistry,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Merida Batiste,https://www.ratemyprofessors.com/professor/2839135,0,0 ratings,Physics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Yidan Zhang,https://www.ratemyprofessors.com/professor/2823544,0,0 ratings,Quantitative Theory & Methods,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Usha Rackliffe,https://www.ratemyprofessors.com/professor/2136868,4,10 ratings,Accounting,Emory University,"90%
would take again",90%,"3.4
level of difficulty",3.4
Gonzalo Maturana,https://www.ratemyprofessors.com/professor/2566897,2.9,14 ratings,Finance,Emory University,"50%
would take again",50%,"3.7
level of difficulty",3.7
Taehyun Kim,https://www.ratemyprofessors.com/professor/2826279,0,0 ratings,Languages,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Shashank Shekhar,https://www.ratemyprofessors.com/professor/2775880,4.2,9 ratings,Physics,Emory University,"100%
would take again",100%,"3.1
level of difficulty",3.1
Wanda Csaky,https://www.ratemyprofessors.com/professor/2828773,0,0 ratings,Nursing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Shalom Goldman,https://www.ratemyprofessors.com/professor/856417,4.7,3 ratings,Ethnic Studies,Emory University,"N/A
would take again",N/A,"2.7
level of difficulty",2.7
Gary Vestal,https://www.ratemyprofessors.com/professor/2831057,0,0 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Laura Catano,https://www.ratemyprofessors.com/professor/2831170,1,1 ratings,Biology,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Cathryn Johnson,https://www.ratemyprofessors.com/professor/2255675,0,0 ratings,Sociology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Rebekah Spera,https://www.ratemyprofessors.com/professor/1871174,5,19 ratings,Philosophy,Emory University,"95%
would take again",95%,"2.4
level of difficulty",2.4
Robert Hampton,https://www.ratemyprofessors.com/professor/918085,3.5,32 ratings,Psychology,Emory University,"75%
would take again",75%,"3.3
level of difficulty",3.3
Arber Tasimi,https://www.ratemyprofessors.com/professor/2625983,5,24 ratings,Psychology,Emory University,"97%
would take again",97%,"2.5
level of difficulty",2.5
Gary Laderman,https://www.ratemyprofessors.com/professor/55084,4.5,40 ratings,Theology,Emory University,"96%
would take again",96%,"1.3
level of difficulty",1.3
Edward Nam,https://www.ratemyprofessors.com/professor/2640720,4.8,36 ratings,Biology,Emory University,"95%
would take again",95%,"2.7
level of difficulty",2.7
Irene Brown,https://www.ratemyprofessors.com/professor/978094,4.9,5 ratings,Women's Studies,Emory University,"100%
would take again",100%,"3.2
level of difficulty",3.2
Keren Ayalon,https://www.ratemyprofessors.com/professor/1791383,5,1 ratings,Languages,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1
Nikki Toombs,https://www.ratemyprofessors.com/professor/2795336,3,1 ratings,Theater,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4
Michele Schreiber,https://www.ratemyprofessors.com/professor/1684524,5,17 ratings,Film,Emory University,"100%
would take again",100%,"2.4
level of difficulty",2.4
James Kindt,https://www.ratemyprofessors.com/professor/1449800,3.2,60 ratings,Chemistry,Emory University,"73%
would take again",73%,"3.6
level of difficulty",3.6
Tao Zha,https://www.ratemyprofessors.com/professor/1690446,3.8,43 ratings,Economics,Emory University,"76%
would take again",76%,"3.4
level of difficulty",3.4
Andreas Fritz,https://www.ratemyprofessors.com/professor/2264459,2.9,11 ratings,Biology,Emory University,"34%
would take again",34%,"3.9
level of difficulty",3.9
Ofra  Yeglin,https://www.ratemyprofessors.com/professor/2006244,3.2,11 ratings,Literature,Emory University,"63%
would take again",63%,"3.6
level of difficulty",3.6
Maryam Khaqan,https://www.ratemyprofessors.com/professor/2300535,1.5,6 ratings,Mathematics,Emory University,"0%
would take again",0%,"4.5
level of difficulty",4.5
Jan Barton,https://www.ratemyprofessors.com/professor/2294866,2.5,25 ratings,Accounting,Emory University,"48%
would take again",48%,"3.7
level of difficulty",3.7
Patrick Allitt,https://www.ratemyprofessors.com/professor/208091,4.1,55 ratings,History,Emory University,"74%
would take again",74%,"4
level of difficulty",4
Warren Shull,https://www.ratemyprofessors.com/professor/2405818,2.1,35 ratings,Mathematics,Emory University,"20%
would take again",20%,"3.7
level of difficulty",3.7
Mitch Murray,https://www.ratemyprofessors.com/professor/2726388,2.4,24 ratings,English,Emory University,"58%
would take again",58%,"3.9
level of difficulty",3.9
Thomas Bing,https://www.ratemyprofessors.com/professor/1292317,4.7,86 ratings,Physics,Emory University,"98%
would take again",98%,"3.7
level of difficulty",3.7
Mary Lynn Owen,https://www.ratemyprofessors.com/professor/1122397,4.1,14 ratings,Theater,Emory University,"34%
would take again",34%,"1.6
level of difficulty",1.6
Rika Nakano,https://www.ratemyprofessors.com/professor/2517972,2.9,13 ratings,Languages,Emory University,"59%
would take again",59%,"3.2
level of difficulty",3.2
Dorian Arnold,https://www.ratemyprofessors.com/professor/2313488,2.4,17 ratings,Computer Science,Emory University,"47%
would take again",47%,"4.5
level of difficulty",4.5
Hong Li,https://www.ratemyprofessors.com/professor/2378858,5,3 ratings,Languages,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3
Aryabrata Basu,https://www.ratemyprofessors.com/professor/2776170,1,1 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1
Katia Koelle,https://www.ratemyprofessors.com/professor/2349848,2.6,15 ratings,Biology,Emory University,"36%
would take again",36%,"3.9
level of difficulty",3.9
Ali Cohen,https://www.ratemyprofessors.com/professor/2850444,1,1 ratings,Psychology,Emory University,"N/A
would take again",N/A,"5
level of difficulty",5
Jadon Adams ,https://www.ratemyprofessors.com/professor/2851473,5,1 ratings,Philosophy,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Bongryeong Lee,https://www.ratemyprofessors.com/professor/2851733,0,0 ratings,Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Matthew Gunning,https://www.ratemyprofessors.com/professor/2853203,2,1 ratings,Political Science,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Steve Del Visco,https://www.ratemyprofessors.com/professor/2854027,0,0 ratings,Political Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Robert Birdwell,https://www.ratemyprofessors.com/professor/2855559,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Ethan Rundell,https://www.ratemyprofessors.com/professor/2855619,0,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Joe Camoosa,https://www.ratemyprofessors.com/professor/2856098,4,1 ratings,Fine Arts,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Sam Wunderly,https://www.ratemyprofessors.com/professor/2856099,4,1 ratings,Economics,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Andrew Ward,https://www.ratemyprofessors.com/professor/2858190,0,0 ratings,Art History,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Matt Lyle,https://www.ratemyprofessors.com/professor/2859704,5,1 ratings,Accounting,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Andrew Kingston,https://www.ratemyprofessors.com/professor/2860532,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Kristin Williams,https://www.ratemyprofessors.com/professor/2861291,0,0 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
