,Class Number,Class title
10059,TATT 605BCDB,Teaching Assistantship
10060,TATT 605BUS,Teaching Assistantship
10061,TATT 605CB,Teaching Assistantship
10062,TATT 605CHEM,Teaching Assistantship
10063,TATT 605CPLT,Teaching Assistantship
10064,TATT 605CS,Teaching Assistantship
10065,TATT 605ECON,Teaching Assistantship
10066,TATT 605EHS,Teaching Assistantship
10067,TATT 605ENG,Teaching Assistantship
10068,TATT 605FREN,Teaching Assistantship
10069,TATT 605GMB,Teaching Assistantship
10070,TATT 605HIST,Teaching Assistantship
10071,TATT 605HPM,Teaching Assistantship
10072,TATT 605ICIVS,Teaching Assistantship
10073,TATT 605IMP,Teaching Assistantship
10074,TATT 605MATH,Teaching Assistantship
10075,TATT 605MMG,Teaching Assistantship
10076,TATT 605MSP,Teaching Assistantship
10077,TATT 605NHS,Teaching Assistantship
10078,TATT 605NS,Teaching Assistantship
10079,TATT 605PBEE,Teaching Assistantship
10080,TATT 605PHYS,Teaching Assistantship
10081,TATT 605POLS,Teaching Assistantship
10082,TATT 605PSYC,Teaching Assistantship
10083,TATT 605REL,Teaching Assistantship
10084,TATT 605SOC,Teaching Assistantship
10085,TATT 605WGS,Teaching Assistantship
10086,TATT 610ANT,Teaching Associateship
10087,TATT 610ARTH,Teaching Associateship
10088,TATT 610BIOS,Teaching Associateship
10089,TATT 610BSHE,Teaching Associateship
10090,TATT 610BUS,Teaching Associateship
10091,TATT 610CPLT,Teaching Associateship
10092,TATT 610CS,Teaching Associateship
10093,TATT 610EHS,Teaching Associateship
10094,TATT 610ENG,Teaching Associateship
10095,TATT 610EPI,Teaching Associateship
10096,TATT 610FREN,Teaching Associateship
10097,TATT 610HISP,Teaching Associateship
10098,TATT 610HIST,Teaching Associateship
10099,TATT 610MATH,Teaching Associateship
10100,TATT 610NRSG,Teaching Associateship
10101,TATT 610PHIL,Teaching Associateship
10102,TATT 610PHYS,Teaching Associateship
10103,TATT 610POLS,Teaching Associateship
10104,TATT 610PSYC,Teaching Associateship
10105,TATT 610REL,Teaching Associateship
10106,TATT 610SOC,Teaching Associateship
10107,TATT 610WGS,Teaching Associateship
10108,TBT 102,Elementary Tibetan II
10109,TESL 301,English for Other Language Oral
10110,THEA 100,Introduction to the Theater
10111,THEA 120,Acting Fundamentals
10112,THEA 130,Stagecraft
10113,THEA 190,Fresh Seminar Theater & Design in Public Art
10114,THEA 200R,Theatre Practicum
10115,THEA 210W,Reading for Performance
10116,THEA 216,History of Drama & Theater II
10117,THEA 221,Acting Scene Work
10118,THEA 224,Movement for the Actor
10119,THEA 240,Arts Administration
10120,THEA 250,Directing I
10121,THEA 300R,Production Assistantship
10122,THEA 320R,Acting Laboratory
10123,THEA 326,Acting for the Camera
10124,THEA 330R,Stagecraft Laboratory
10125,THEA 331,Costume Design
10126,THEA 332,Set Design
10127,THEA 366W,Contemporary Drama
10128,THEA 370R,Creating New Works Clown Creation
10129,THEA 375RW,Advanced Playwriting
10130,THEA 385,Special Topics Stageworks
10131,THEA 385,Special Topics Storytelling for Scientists
10132,THEA 385,Special Topics Theater Workshop in Spanish
10133,THEA 385,Special Topics Political Actors
10134,THEA 389,"Special Topics Performance, Race, and the Law"
10135,THEA 389,Special Topics Physical Foundations Workshop
10136,THEA 389W,Special Topics Staging the Political
10137,THEA 397R,Directed Studies In Theater
10138,THEA 495RW,Honors Project in Theater
10139,THM 600,Post-MDiv Elective
10140,THM 650,ThM Project
10141,THM 999R,THM Administrative Fee
10142,VM 999D1,Visiting Medical Rotation One
10143,VM 999D2,Visiting Medical Rotation Two
10144,VM 999INT1,Visiting Medical Rotation One
10145,VM 999INT2,Visiting Medical Rotation Two
10146,VMR 999,Visiting Medical Research Rotation
10147,W 501,Public Worship
10148,W 622,Pract In LiturgySer Of Word & Bap
10149,W 623,Pract In Liturgy The Eucharist
10150,W 624,"Pract In LiturgyWed,Funerals,Conf"
10151,W 699,Directed Study
10152,WGS 190,"Fresh Sem Women, Gender, & Sexuality Studies Witches"
10153,WGS 200,Introduction to WGSS
10154,WGS 205W,Intro Study in Sexualities
10155,WGS 231,Sociology of Sex and Gender
10156,WGS 285W,"Variable Topics in Women, Gender & Sexuality Studies Women in India"
10157,WGS 300,Feminist Theory
10158,WGS 328W,"Women, Religion & Ethnography"
10159,WGS 358,Women and the Law
10160,WGS 385,"Spec Topics Women, Gender, & Sexuality Studies How to Live in theAnthropocene"
10161,WGS 385,"Spec Topics Women, Gender, & Sexuality Studies Race & Military Inclusion"
10162,WGS 385,"Spec Topics Women, Gender, & Sexuality Studies Globalization & Transnational"
10163,WGS 385W,"Spec Topics Women, Gender, & Sexuality Studies Sex, Power, and Ballet"
10164,WGS 385W,"Spec Topics Women, Gender, & Sexuality Studies Gender &Sexuality Native Amer."
10165,WGS 495RW,Honors Research
10166,WGS 497R,"Directed Reading in Women, Gender, & Sexuality Studies"
10167,WGS 585,"Special Topics Women, Gender, & Sexuality Studies Voicing the VoicelessIndiaUS"
10168,WGS 586R,"Race, Class & Justice Politics of Race & Gender"
10169,WGS 597R,Directed Reading
10170,WGS 599R,Directed Research
10171,WGS 720R,Tatto Teaching Women's Studies
10172,WGS 730R,"Special Topics Women, Gender, & Sexuality Studies Intl.SurrealismPsychoanalysis"
10173,WGS 730R,"Special Topics Women, Gender, & Sexuality Studies Topics inFeminist Philosophies"
10174,WGS 730R,"Special Topics Women, Gender, & Sexuality Studies"
10175,WGS 751R,Feminist Theory
10176,WGS 798R,Pre-Candidacy Research
10177,WGS 799R,Advanced Research
10178,WR 603,Ancient Judiasm
10179,WR 605,Introduction to Islam
10180,WR 682,Jewish Law
10181,WR 698,Special Topics in World Religions Inter-Religious Spiritual Care
10182,WR 698,Special Topics in World Religions Sanskrit
10183,WR 698,Special Topics in World Religions African Religions
10184,WTM 500,WTM Professional Development
10185,WTM 505,WTM Integrative Project
10186,DONE,Reset Search
10187,BUS 290,Tech Toolbox A Excel
10188,CE 551HYBA,Hybrid Contextual Education I Site Reflection Community OrganizingAdvocacy
10189,CE 551HYBA,Hybrid Contextual Education I Site Reflection RefugeeImmigrant Communities
10190,CE 551HYBA,Hybrid Contextual Education I Site Reflection Food Justice and Hunger
10191,CE 551TPHA,Contextual Education Ia for Teaching Parish Hybrid Cohort
10192,DM 700,Becoming a Reflective Practitioner
10193,DM 701,First Year Colloquy I
10194,DM 703,Second Year Colloquy
10195,DM 704,Third Year Colloquy
10196,DM 712,Ecclesiologies in Action
10197,DM 715,Lead & Wit 2 Engagng the Wrld
10198,DM 722,Issues in Old Testament Interpretation
10199,DM 725,Preaching the Bible
10200,FIN 485,Entrepreneurial Private Equity
10201,LAW 570E,Introduction to American Legal System
10202,LAW 590E,"Analysis, Research, and Communication for Professionals"
10203,LAW 608E,Intellectual Property Applications
10204,LAW 630E,Business Associations for Professionals
10205,LAW 668E,Employment Law for Professionals
10206,LAW 679E,Legislative Advocacy Influencing Decisionmakers
10207,LAW 738E,Legal & Ethical Topics in HealthCareMental Health Law
10208,LAW 744E,Health Care Regulation
10209,LAW 759E,Business Oversight & Compliance
10210,LAW 802E,Foundations in Artificial Intelligence for Professionals
10211,MI 203,Medical Terminology
10212,MI 327,Computer Application in Medical Imaging
10213,MI 390R,Medical Imaging Seminar
10214,MI 411,Pharmacology
10215,MI 451B,CT Procedure
10216,MI 453B,MRI Physics & Instrumentation
10217,MI 455B,MRI Procedures
10218,MI 496R,Independent Study
10219,MI 497R,Directed Study
10220,NRSG 350D,Professional Series 1 Introduction to Professional Nursing Practice and Social Responsibility
10221,NRSG 351D,Foundations of Nursing Science
10222,NRSG 352D,Health Assessment
10223,NRSG 353D,Introduction to PathophysiologyPharmacology for Nurses
10224,NRSG 354D,PathophysiologyPharmacology for Nurses I
10225,NRSG 355D,Acute and Chronic Care I Adult and Geriatric Populations
10226,NRSG 357D,Clinical Practice Applied Clinical Judgement in  Assessment and Skills
10227,NRSG 358D,PathophysiologyPharmacology for Nurses II
10228,NRSG 359D,Acute and Chronic Care II Adult and Geriatric Populations
10229,NRSG 361D,Professional Series Course II Nursing Inquiry and Scholarship
10230,NRSG 362D,Professional Series III Systems-Based Care in Nursing
10231,NRSG 424,Case Study Analysis Seminar II
10232,NRSG 468D,Maternity and Reproductive Health Nursing
10233,NRSG 469D,Mental Health Nursing
10234,NRSG 471D,Pediatric Nursing
10235,NRSG 473D,Population Health Community and Public Health Nursing
10236,NRSG 475D,"Working with Vulnerable Populations Globally, Regionally, and Locally"
10237,NRSG 519D,Acute and Complex Chronic Disease Management for AGACNP I
10238,NRSG 522D,Advanced Pharmacology
10239,NRSG 524D,Becoming an APRN
10240,NRSG 528D,Advanced PhysiologyPathophysiology Across The Lifespan
10241,NRSG 544D,Advanced Health Assessment
10242,NRSG 547D,Staying Healthy in Pediatrics Introduction to Clinical Specialty
10243,NRSG 549D,Pediatric Wellness
10244,NRSG 551MN,Case Study Analysis Seminar I
10245,NRSG 554D,Advanced Neonatal & Pediatric Health Assessment
10246,NRSG 560D,Embryology and Developmental Anatomy
10247,NRSG 573D,Family Nurse Practitioner III
10248,NRSG 574D,Advanced Cardiovascular Diagnostics & Management for the APRN
10249,NRSG 580D,FamilyEmergency Nurse Practitioner III Traumatic Emergencies
10250,NRSG 614D,Human Lactation & Breastfeeding Mgmt
10251,NRSG 624D,Pharmacology in Pediatrics
10252,NRSG 625MN,Case Study Analysis Seminar II
10253,NRSG 631D,Nurse Midwifery III
10254,NRSG 654D,Neonatal NP III
10255,NRSG 657D,Palliative Care Across the Spectrum
10256,NRSG 663D,Pediatric Acute Care Nurse Practitioner III
10257,NRSG 667D,Pediatric Primary Care Nurse Practitioner III
10258,NRSG 670D,Adult Gerontological Acute Care Nurse Practitioner III
10259,NRSG 674D,Adult Gerontological Primary Care Nurse Practitioner III
10260,NRSG 675D,Advancing Behavior Change for Improved Health Outcomes
10261,NRSG 676D,"Advanced Management of Geriatric Skin, Continence and Functional Reserve"
10262,NRSG 678D,"Gender, Women, and Health"
10263,NRSG 682MN,Case Study Analysis Seminar III
10264,NRSG 684D,Innovative Leadership & Policy in Advanced Nursing Practice Role
10265,NRSG 701D,Advanced PhysiologyPathophysiology Across the Lifespan
10266,NRSG 704D,Advanced Pharmacology
10267,NRSG 708D,Person-Centered Care
10268,NRSG 714D,Pathways to Practice
10269,NRSG 721D,DNP Project
10270,NRSG 723D,"Health Policy, Ethics, and Law"
10271,NRSG 726D,DNP Scholarly Project I
10272,NRSG 729D,HealthSocial Policy and Ethics
10273,NRSG 745D,Information and Healthcare Technologies
10274,NRSG 749D,Adult Gerontology Primary Care NP II
10275,NRSG 754D,Family Nurse Practitioner II
10276,NRSG 759D,Pediatric NP II
10277,NRSG 765D,Women's HealthGender-Related NP II
10278,NRSG 769D,Adult Gerontology Acute Care NP II
10279,NRSG 771D,Diagnostic Reasoning and Clinical Assessment Role Development for the PMHNP
10280,NRSG 774D,Psychotherapeutic Interventions Across the Lifespan I
10281,PUBH 500,Introduction to Public Health
10282,RE 635,Teaching World Religions to Youth
10283,WR 635,Teaching World Religions to Youth
10284,DONE,Reset Search
10285,BSHES 504D,Social Behavior In Public Health
10286,FIN 485,Entrepreneurial Private Equity
10287,LAW 520E,Contracts for Professionals
10288,LAW 605E,Dispute Resolution
10289,LAW 701E,Administrative Law for Professionals
10290,LAW 747E,Law and Legal Professionals
10291,MI 411,Pharmacology
10292,MI 496R,Independent Study
10293,NRSG 350D,Professional Series 1 Introduction to Professional Nursing Practice and Social Responsibility
10294,NRSG 351D,Foundations of Nursing Science
10295,NRSG 352D,Health Assessment
10296,NRSG 353D,Introduction to PathophysiologyPharmacology for Nurses
10297,NRSG 354D,PathophysiologyPharmacology for Nurses I
10298,NRSG 355D,Acute and Chronic Care I Adult and Geriatric Populations
10299,NRSG 357D,Clinical Practice Applied Clinical Judgement in  Assessment and Skills
10300,NRSG 358D,PathophysiologyPharmacology for Nurses II
10301,NRSG 359D,Acute and Chronic Care II Adult and Geriatric Populations
10302,NRSG 361D,Professional Series Course II Nursing Inquiry and Scholarship
10303,NRSG 362D,Professional Series III Systems-Based Care in Nursing
10304,NRSG 468D,Maternity and Reproductive Health Nursing
10305,NRSG 469D,Mental Health Nursing
10306,NRSG 471D,Pediatric Nursing
10307,NRSG 473D,Population Health Community and Public Health Nursing
10308,NRSG 475D,"Working with Vulnerable Populations Globally, Regionally, and Locally"
10309,NRSG 476D,Nursing in Complex Care Situations
10310,NRSG 477D,"Professional Series IV Nursing Leadership Partnership, Policy, and Professional Development"
10311,NRSG 518D,Management of Acute and Chronic Illness II
10312,NRSG 520D,Acute and Complex Chronic Disease Management for the AGACNP II
10313,NRSG 522D,Advanced Pharmacology
10314,NRSG 546D,Advanced Pediatric Practice II
10315,NRSG 551MN,Case Study Analysis Seminar I
10316,NRSG 557D,Advanced Neonatal Issues II
10317,NRSG 572D,Family Nurse Practitioner II
10318,NRSG 591D,Healthcare Quality and Patient Safety
10319,NRSG 601D,Women's Health Nurse Practitioner II Advanced Care of Women
10320,NRSG 625MN,Case Study Analysis Seminar II
10321,NRSG 630D,Nurse Midwifery II
10322,NRSG 652D,Integrated Behavioral Health for APRNS
10323,NRSG 653D,Neonatal NP II
10324,NRSG 662D,Pediatric Acute Care Nurse Practitioner II
10325,NRSG 665D,Pediatric Primary Care Nurse Practitioner II
10326,NRSG 669D,Adult Gerontological Acute Care Nurse Practitioner II
10327,NRSG 673D,Adult Gerontological Primary Care Nurse Practitioner II
10328,NRSG 682MN,Case Study Analysis Seminar III
10329,NRSG 704D,Advanced Pharmacology
10330,NRSG 717D,DNP Project Development III
10331,NRSG 720D,"Quality, Safety, and Systems Based Practice"
10332,NRSG 722D,Leadership for Health Professions
10333,S. SWANSON,NRSG 724D
10334,S. SWANSON,NRSG 747D
10335,NRSG 751D,Family Nurse Practitioner I
10336,NRSG 757D,Pediatric NP I
10337,NRSG 763D,Women's HealthGender-Related NP I
10338,NRSG 767D,Adult Gerontology Acute Care NP I
10339,NRSG 773D,Group and Family System Psychotherapy Across the Lifespan
10340,NRSG 841D,Psychotherapeutic Interventions Across the Lifespan III
10341,WR 612,Zen for Christians
10342,DONE,Reset Search
10343,BUS 290,Tech Toolbox A Excel
10344,DM 711,Understanding Community
10345,DM 714,Formation & Witness I Cultivating Church
10346,DM 721,"Scripture, Theology,& Practice"
10347,DM 724,Issues in New Testament Interpretation
10348,DM 750,Doctor of Ministry Final Project
10349,DM 799,Doctor of Ministry Library Use
10350,DPT 938,Core Components of Interprofessional Collaborative Practice
10351,DPT 947,Critical Thinking and Integration in Current Practice
10352,LAW 520E,Contracts for Professionals
10353,LAW 570E,Introduction to American Legal System
10354,LAW 590E,"Analysis, Research, and Communication for Professionals"
10355,LAW 629E,Corporate Health Law
10356,LAW 672E,"Data Management Protection, Cyber Security, Privacy"
10357,LAW 730E,Business Transactions in Practice Fundamentals of Deal Making
10358,LAW 736E,Public Health Law
10359,LAW 747E,Law and Legal Professionals
10360,MI 390R,Medical Imaging Seminar
10361,MI 496R,Independent Study
10362,MI 497R,Directed Study
10363,NRSG 324,Case Study Analysis Seminar I
10364,NRSG 350D,Professional Series 1 Introduction to Professional Nursing Practice and Social Responsibility
10365,NRSG 351D,Foundations of Nursing Science
10366,NRSG 352D,Health Assessment
10367,NRSG 353D,Introduction to PathophysiologyPharmacology for Nurses
10368,NRSG 354D,PathophysiologyPharmacology for Nurses I
10369,NRSG 355D,Acute and Chronic Care I Adult and Geriatric Populations
10370,NRSG 357D,Clinical Practice Applied Clinical Judgement in  Assessment and Skills
10371,NRSG 358D,PathophysiologyPharmacology for Nurses II
10372,NRSG 359D,Acute and Chronic Care II Adult and Geriatric Populations
10373,NRSG 361D,Professional Series Course II Nursing Inquiry and Scholarship
10374,NRSG 362D,Professional Series III Systems-Based Care in Nursing
10375,NRSG 434,Case Study Analysis Seminar III
10376,NRSG 468D,Maternity and Reproductive Health Nursing
10377,NRSG 469D,Mental Health Nursing
10378,NRSG 471D,Pediatric Nursing
10379,NRSG 473D,Population Health Community and Public Health Nursing
10380,NRSG 475D,"Working with Vulnerable Populations Globally, Regionally, and Locally"
10381,NRSG 476D,Nursing in Complex Care Situations
10382,NRSG 477D,"Professional Series IV Nursing Leadership Partnership, Policy, and Professional Development"
10383,NRSG 505D,Research & Evidence Based Practice
10384,NRSG 515,"Race, Health, and US History"
10385,NRSG 517D,Management of Acute and Chronic Illness I
10386,NRSG 519D,Acute and Complex Chronic Disease Management for AGACNP I
10387,NRSG 520D,Acute and Complex Chronic Disease Management for the AGACNP II
10388,NRSG 522D,Advanced Pharmacology
10389,NRSG 544D,Advanced Health Assessment
10390,NRSG 545D,Advanced Pediatric Practice I
10391,NRSG 551MN,Case Study Analysis Seminar I
10392,NRSG 556D,Advanced Neonatal Issues I
10393,NRSG 570D,Family Nurse Practitioner I
10394,NRSG 600D,Women's Health Nurse Practitioner I - Reproductive Health Care for Women
10395,NRSG 625MN,Case Study Analysis Seminar II
10396,NRSG 651D,Neonatal NP I
10397,NRSG 661D,Pediatric Acute Care Nurse Practitioner I
10398,NRSG 664D,Pediatric Primary Care Nurse Practitioner I
10399,NRSG 668D,Adult Gerontological Acute Care Nurse Practitioner I
10400,NRSG 671D,Adult Gerontological Primary Care Nurse Practitioner I
10401,NRSG 682MN,Case Study Analysis Seminar III
10402,NRSG 704D,Advanced Pharmacology
